
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -10, 1
2010, -20, 1
2010, -30, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -20, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, 10, 1
2010, 0, 1
2010, 0, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 20, 1
2010, 20, 1
2010, 20, 1
2010, 20, 1
2010, 20, 1
2010, 20, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -90, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -80, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -90, 1
2010, -100, 1
2010, -120, 1
2010, -130, 1
2010, -130, 1
2010, -130, 1
2010, -130, 1
2010, -130, 1
2010, -120, 1
2010, -120, 1
2010, -110, 1
2010, -110, 1
2010, -110, 1
2010, -110, 1
2010, -110, 1
2010, -100, 1
2010, -110, 1
2010, -110, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -60, 1
2010, -80, 1
2010, -90, 1
2010, -60, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -100, 1
2010, -90, 1
2010, -100, 1
2010, -100, 1
2010, -90, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -80, 1
2010, -70, 1
2010, -80, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -60, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, 0, 1
2010, 0, 1
2010, 10, 1
2010, 10, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -10, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -70, 1
2010, -80, 1
2010, -70, 1
2010, -110, 1
2010, -110, 1
2010, -110, 1
2010, -110, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -80, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -30, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -10, 1
2010, 10, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, 0, 1
2010, 0, 1
2010, 10, 1
2010, 0, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 0, 1
2010, -10, 1
2010, 0, 1
2010, 10, 1
2010, 10, 1
2010, 20, 1
2010, 20, 1
2010, 20, 1
2010, 10, 1
2010, 20, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 10, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 10, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 9999, 9
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -30, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -40, 1
2010, -40, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -70, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -90, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -110, 1
2010, -110, 1
2010, -110, 1
2010, -120, 1
2010, -120, 1
2010, -110, 1
2010, -120, 1
2010, -120, 1
2010, -110, 1
2010, -110, 1
2010, -120, 1
2010, -120, 1
2010, -110, 1
2010, -100, 1
2010, -80, 1
2010, -80, 1
2010, -90, 1
2010, -80, 1
2010, -70, 1
2010, -80, 1
2010, -70, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -80, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -100, 1
2010, -90, 1
2010, -60, 1
2010, -30, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -60, 1
2010, -80, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -90, 1
2010, -90, 1
2010, -110, 1
2010, -110, 1
2010, -100, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -60, 1
2010, -70, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -30, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -40, 1
2010, -50, 1
2010, -60, 1
2010, -60, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -80, 1
2010, -90, 1
2010, -100, 1
2010, -100, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -80, 1
2010, -60, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -90, 1
2010, -100, 1
2010, -90, 1
2010, -90, 1
2010, -70, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -60, 1
2010, -70, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -20, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -30, 1
2010, -30, 1
2010, -60, 1
2010, -60, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -40, 1
2010, -30, 1
2010, -30, 1
2010, -20, 1
2010, -20, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -10, 1
2010, -30, 1
2010, -30, 1
2010, -30, 1
2010, -40, 1
2010, -30, 1
2010, -40, 1
2010, -40, 1
2010, -50, 1
2010, -50, 1
2010, -50, 1
2010, -80, 1
2010, -90, 1
2010, -90, 1
2010, -90, 1
2010, -80, 1
2010, -80, 1
2010, -70, 1
2010, -50, 1
2010, -40, 1
2010, -50, 1
2010, -30, 1
2010, 0, 1
2010, -10, 1
2010, -20, 1
2010, -10, 1
2010, -10, 1
2010, 0, 1
2010, 0, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, 10, 1
2010, -10, 1
